rows,dim,dtype,format,warps,lanes,trial,had_ms,fused_ms
32,256,2,1,1,32,1,0.00874731,0.0253337
32,256,2,1,2,64,2,0.006375,0.0189702
32,256,2,1,4,64,2,0.005421,0.0160651
32,256,2,1,8,64,2,0.00499456,0.0147508
32,256,2,1,16,64,2,0.00476815,0.0141467
32,256,2,1,1,32,2,0.008704,0.025246
32,256,2,1,2,32,2,0.00882344,0.0253166
32,256,2,1,4,32,2,0.00784187,0.0222643
32,256,2,1,8,32,2,0.00738115,0.0209898
32,256,2,1,16,32,2,0.00721028,0.0204667
32,512,1,0,2,64,0,0.00840385,0.0148704
32,512,1,0,4,64,0,0.00744382,0.0131501
32,512,1,0,8,64,0,0.00700041,0.0122997
32,512,1,0,16,64,0,0.00682456,0.0119744
32,512,1,0,1,32,0,0.0129274,0.0239096
32,512,1,0,2,32,0,0.0131124,0.0236161
32,512,1,0,4,32,0,0.0122082,0.021614
32,512,1,0,8,32,0,0.0117912,0.0209954
32,512,1,0,16,32,0,0.0116721,0.0205192
32,512,1,0,2,64,1,0.00838228,0.0149263
32,512,1,0,4,64,1,0.00743713,0.0131246
32,512,1,0,8,64,1,0.007004,0.0123126
32,512,1,0,16,64,1,0.00682272,0.0119709
32,512,1,0,16,32,1,0.0116722,0.020526
32,512,1,0,8,32,1,0.0117918,0.0209817
32,512,1,0,4,32,1,0.0122147,0.0215742
32,512,1,0,2,32,1,0.0131346,0.0235
32,512,1,0,1,32,1,0.0129473,0.0238177
32,512,1,0,2,64,2,0.00839313,0.0149213
32,512,1,0,4,64,2,0.00743556,0.01314
32,512,1,0,8,64,2,0.00700228,0.0122797
32,512,1,0,16,64,2,0.00682241,0.011969
32,512,1,0,1,32,2,0.0129383,0.0239014
32,512,1,0,2,32,2,0.0131118,0.0236127
32,512,1,0,4,32,2,0.0122118,0.0215977
32,512,1,0,8,32,2,0.0117984,0.0209922
32,512,1,0,16,32,2,0.0116647,0.0205207
32,512,1,1,2,64,0,0.008395,0.0252239
32,512,1,1,4,64,0,0.00744644,0.0222102
32,512,1,1,8,64,0,0.00700769,0.0208278
32,512,1,1,16,64,0,0.00682374,0.0202276
32,512,1,1,1,32,0,0.0129496,0.0379602
32,512,1,1,2,32,0,0.0131249,0.0376733
32,512,1,1,4,32,0,0.0122284,0.0347592
32,512,1,1,8,32,0,0.0118087,0.0335661
32,512,1,1,16,32,0,0.0116872,0.0332294
32,512,1,1,2,64,1,0.00836687,0.0251456
32,512,1,1,4,64,1,0.00744269,0.0221951
32,512,1,1,8,64,1,0.00699756,0.0208114
32,512,1,1,16,64,1,0.00682872,0.0202202
32,512,1,1,16,32,1,0.0116756,0.0332163
32,512,1,1,8,32,1,0.011803,0.0336213
32,512,1,1,4,32,1,0.0122167,0.0347553
32,512,1,1,2,32,1,0.013123,0.0377589
32,512,1,1,1,32,1,0.0129449,0.0379176
32,512,1,1,2,64,2,0.00838941,0.0252683
32,512,1,1,4,64,2,0.007449,0.0222216
32,512,1,1,8,64,2,0.00700528,0.0208063
32,512,1,1,16,64,2,0.006819,0.0202286
32,512,1,1,1,32,2,0.0129483,0.037902
32,512,1,1,2,32,2,0.0131268,0.0377004
32,512,1,1,4,32,2,0.0122298,0.034764
32,512,1,1,8,32,2,0.0118106,0.0336544
32,512,1,1,16,32,2,0.0116844,0.0332333
32,512,2,0,2,64,0,0.008632,0.0149889
32,512,2,0,4,64,0,0.00768,0.0132474
32,512,2,0,8,64,0,0.00724831,0.0123956
32,512,2,0,16,64,0,0.007069,0.0120786
32,512,2,0,1,32,0,0.0133173,0.0239594
32,512,2,0,2,32,0,0.0138243,0.0236819
32,512,2,0,4,32,0,0.0127003,0.0217473
