rows,dim,dtype,format,warps,trial,had_ms,fused_ms
8192,1024,2,0,8,0,0.06886,0.150863
8192,1024,2,0,16,0,0.0688048,0.151944
8192,1024,2,0,16,1,0.0687632,0.151911
8192,1024,2,0,8,1,0.0688515,0.151017
8192,1024,2,0,4,1,0.0687107,0.150709
8192,1024,2,0,2,1,0.0687565,0.150885
8192,1024,2,0,1,1,0.0691774,0.146821
8192,1024,2,0,1,2,0.0692318,0.14693
8192,1024,2,0,2,2,0.0687261,0.150837
8192,1024,2,0,4,2,0.0686963,0.150691
8192,1024,2,0,8,2,0.0688246,0.151008
8192,1024,2,0,16,2,0.068715,0.151918
8192,1024,2,1,1,0,0.0690648,0.348992
8192,1024,2,1,2,0,0.0687027,0.297847
8192,1024,2,1,4,0,0.0686887,0.280579
8192,1024,2,1,8,0,0.0687867,0.281562
8192,1024,2,1,16,0,0.0688467,0.280833
8192,1024,2,1,16,1,0.0687823,0.280741
8192,1024,2,1,8,1,0.0688249,0.281582
8192,1024,2,1,4,1,0.0687344,0.280771
8192,1024,2,1,2,1,0.0687945,0.298118
8192,1024,2,1,1,1,0.0693007,0.349263
8192,1024,2,1,1,2,0.0692203,0.349287
8192,1024,2,1,2,2,0.0687527,0.298204
8192,1024,2,1,4,2,0.0688268,0.280606
8192,1024,2,1,8,2,0.068771,0.281629
8192,1024,2,1,16,2,0.0688387,0.280731
65536,1024,1,0,1,0,0.485336,1.08697
65536,1024,1,0,2,0,0.487234,1.10352
65536,1024,1,0,4,0,0.487515,1.10406
65536,1024,1,0,8,0,0.488418,1.10817
65536,1024,1,0,16,0,0.487703,1.11393
65536,1024,1,0,16,1,0.487101,1.11438
65536,1024,1,0,8,1,0.488309,1.10812
65536,1024,1,0,4,1,0.487408,1.10437
65536,1024,1,0,2,1,0.487201,1.10369
65536,1024,1,0,1,1,0.485414,1.08666
65536,1024,1,0,1,2,0.485841,1.08595
65536,1024,1,0,2,2,0.486636,1.10357
65536,1024,1,0,4,2,0.487272,1.10388
65536,1024,1,0,8,2,0.488318,1.10862
65536,1024,1,0,16,2,0.48785,1.11433
65536,1024,1,1,1,0,0.485492,2.63824
65536,1024,1,1,2,0,0.486975,2.22222
65536,1024,1,1,4,0,0.487522,2.05368
65536,1024,1,1,8,0,0.48862,2.06043
65536,1024,1,1,16,0,0.487759,2.05067
65536,1024,1,1,16,1,0.48756,2.05059
65536,1024,1,1,8,1,0.488887,2.06049
65536,1024,1,1,4,1,0.487561,2.05329
65536,1024,1,1,2,1,0.487036,2.22189
65536,1024,1,1,1,1,0.48552,2.63863
65536,1024,1,1,1,2,0.485567,2.63856
65536,1024,1,1,2,2,0.487099,2.22168
65536,1024,1,1,4,2,0.487461,2.05319
65536,1024,1,1,8,2,0.48894,2.06025
65536,1024,1,1,16,2,0.487563,2.05061
65536,1024,2,0,1,0,0.491279,1.09647
65536,1024,2,0,2,0,0.488821,1.11993
65536,1024,2,0,4,0,0.489179,1.12141
65536,1024,2,0,8,0,0.490092,1.12653
65536,1024,2,0,16,0,0.491654,1.13103
65536,1024,2,0,16,1,0.491671,1.13151
65536,1024,2,0,8,1,0.490495,1.1264
65536,1024,2,0,4,1,0.489664,1.12159
65536,1024,2,0,2,1,0.488814,1.12001
65536,1024,2,0,1,1,0.49146,1.09749
65536,1024,2,0,1,2,0.491185,1.09708
65536,1024,2,0,2,2,0.488881,1.12057
65536,1024,2,0,4,2,0.489219,1.12164
65536,1024,2,0,8,2,0.490849,1.12683
65536,1024,2,0,16,2,0.491092,1.13107
65536,1024,2,1,1,0,0.491217,2.65941
65536,1024,2,1,2,0,0.488638,2.24706
65536,1024,2,1,4,0,0.489364,2.09571
65536,1024,2,1,8,0,0.490465,2.10314
65536,1024,2,1,16,0,0.492693,2.09216
65536,1024,2,1,16,1,0.492007,2.09213
65536,1024,2,1,8,1,0.489942,2.1032
65536,1024,2,1,4,1,0.489209,2.09577
65536,1024,2,1,2,1,0.488795,2.2473
65536,1024,2,1,1,1,0.490933,2.65943
65536,1024,2,1,1,2,0.491226,2.65935
65536,1024,2,1,2,2,0.488966,2.24719
65536,1024,2,1,4,2,0.489432,2.09575
65536,1024,2,1,8,2,0.490429,2.10301
65536,1024,2,1,16,2,0.491616,2.09233
