rows,dim,dtype,format,warps,trial,had_ms,fused_ms
32,1024,1,1,1,2,0.00230741,0.00923648
32,1024,1,1,2,2,0.00229376,0.00922965
32,1024,1,1,4,2,0.0023552,0.00925696
32,1024,1,1,8,2,0.00285355,0.0103561
32,1024,1,1,16,2,0.00377515,0.0124245
32,1024,2,0,1,0,0.00230741,0.00459413
32,1024,2,0,2,0,0.00230741,0.00448512
32,1024,2,0,4,0,0.0023552,0.00455339
32,1024,2,0,8,0,0.00285355,0.00508587
32,1024,2,0,16,0,0.00378197,0.00620544
32,1024,2,0,16,1,0.00377515,0.00621227
32,1024,2,0,8,1,0.00285952,0.00509269
32,1024,2,0,4,1,0.00234837,0.00453973
32,1024,2,0,2,1,0.00230059,0.00448512
32,1024,2,0,1,1,0.00230059,0.00458752
32,1024,2,0,1,2,0.00230059,0.00458069
32,1024,2,0,2,2,0.00228693,0.00448512
32,1024,2,0,4,2,0.0023552,0.00455339
32,1024,2,0,8,2,0.00286763,0.00507904
32,1024,2,0,16,2,0.00377515,0.00621227
32,1024,2,1,1,0,0.00231424,0.00928427
32,1024,2,1,2,0,0.00230059,0.00935936
32,1024,2,1,4,0,0.0023552,0.00940715
32,1024,2,1,8,0,0.00288043,0.0103834
32,1024,2,1,16,0,0.00378197,0.0127795
32,1024,2,1,16,1,0.00378176,0.0127863
32,1024,2,1,8,1,0.00284672,0.0103765
32,1024,2,1,4,1,0.0023552,0.00942763
32,1024,2,1,2,1,0.00229376,0.00933205
32,1024,2,1,1,1,0.00231424,0.00933888
32,1024,2,1,1,2,0.00230741,0.00929109
32,1024,2,1,2,2,0.0023008,0.00936619
32,1024,2,1,4,2,0.00236203,0.00939349
32,1024,2,1,8,2,0.00286037,0.0104171
32,1024,2,1,16,2,0.00378197,0.0127795
8192,64,1,0,1,0,0.00253269,0.00324181
8192,64,1,0,2,0,0.00242347,0.00283989
8192,64,1,0,4,0,0.00228693,0.0027648
8192,64,1,0,8,0,0.00225963,0.0028672
8192,64,1,0,16,0,0.00232107,0.00322219
8192,64,1,0,16,1,0.00232107,0.00321579
8192,64,1,0,8,1,0.00225963,0.0028672
8192,64,1,0,4,1,0.00228693,0.00275797
8192,64,1,0,2,1,0.00242347,0.00284672
8192,64,1,0,1,1,0.00253269,0.00323584
8192,64,1,0,1,2,0.00253269,0.00323584
8192,64,1,0,2,2,0.00241664,0.00284672
8192,64,1,0,4,2,0.00228693,0.00277163
8192,64,1,0,8,2,0.00226645,0.00287403
8192,64,1,0,16,2,0.00232107,0.0032288
8192,64,1,1,1,0,0.00252587,0.00742059
8192,64,1,1,2,0,0.00240981,0.00671744
