copy,1048576,0,0.00367616,0.00362496,2281.89,2314.12
copy,1048576,1,0.00249856,0.0024576,1678.69,1706.67
copy,33554432,0,0.290652,0.28418,923.563,944.595
copy,33554432,1,0.145623,0.142653,921.679,940.866
