rows,dtype,format,vector,threads,trial,kernel_ms
1024,0,1,4,128,0,0.00432128
1024,0,1,8,128,0,0.00423936
1024,0,1,2,256,0,0.00526848
1024,0,1,4,256,0,0.00438272
1024,0,1,8,256,0,0.0044032
1024,0,1,2,512,0,0.00527856
1024,0,1,4,512,0,0.00445952
1024,0,1,8,512,0,0.0048128
1024,0,1,1,256,1,0.00807424
1024,0,1,2,512,1,0.0052736
1024,0,1,4,512,1,0.00445952
1024,0,1,8,512,1,0.00481792
1024,0,1,2,256,1,0.0052736
1024,0,1,4,256,1,0.00438784
1024,0,1,8,256,1,0.00440832
1024,0,1,2,128,1,0.0052736
1024,0,1,4,128,1,0.00431104
1024,0,1,8,128,1,0.00423936
1024,0,1,1,256,2,0.00807936
1024,0,1,2,128,2,0.00526336
1024,0,1,4,128,2,0.00432128
1024,0,1,8,128,2,0.0042344
1024,0,1,2,256,2,0.00526848
1024,0,1,4,256,2,0.00439296
1024,0,1,8,256,2,0.00439808
1024,0,1,2,512,2,0.0052736
1024,0,1,4,512,2,0.0044544
1024,0,1,8,512,2,0.00482304
1024,1,0,1,256,0,0.00602624
1024,1,0,2,128,0,0.00410112
1024,1,0,4,128,0,0.00323072
1024,1,0,8,128,0,0.00312864
1024,1,0,2,256,0,0.0040704
1024,1,0,4,256,0,0.0032256
1024,1,0,8,256,0,0.00325056
1024,1,0,2,512,0,0.00416288
1024,1,0,4,512,0,0.00326656
1024,1,0,8,512,0,0.00351744
1024,1,0,1,256,1,0.00602112
1024,1,0,2,512,1,0.00416768
1024,1,0,4,512,1,0.00326656
1024,1,0,8,512,1,0.00351744
1024,1,0,2,256,1,0.0040648
1024,1,0,4,256,1,0.0032256
1024,1,0,8,256,1,0.0032512
1024,1,0,2,128,1,0.00411136
1024,1,0,4,128,1,0.00323072
1024,1,0,8,128,1,0.00312832
1024,1,0,1,256,2,0.00602624
1024,1,0,2,128,2,0.00411136
1024,1,0,4,128,2,0.00323072
1024,1,0,8,128,2,0.00312832
1024,1,0,2,256,2,0.00406528
1024,1,0,4,256,2,0.0032256
1024,1,0,8,256,2,0.00325632
1024,1,0,2,512,2,0.00415744
1024,1,0,4,512,2,0.00326656
1024,1,0,8,512,2,0.00351232
1024,1,1,1,256,0,0.00812544
1024,1,1,2,128,0,0.00516096
1024,1,1,4,128,0,0.00422912
1024,1,1,8,128,0,0.00397312
1024,1,1,2,256,0,0.00515584
1024,1,1,4,256,0,0.00421376
1024,1,1,8,256,0,0.00416256
1024,1,1,2,512,0,0.00510976
1024,1,1,4,512,0,0.00428544
1024,1,1,8,512,0,0.00454656
1024,1,1,1,256,1,0.0081304
1024,1,1,2,512,1,0.00510464
1024,1,1,4,512,1,0.00429568
1024,1,1,8,512,1,0.00454656
1024,1,1,2,256,1,0.00515584
1024,1,1,4,256,1,0.00421888
1024,1,1,8,256,1,0.00416256
1024,1,1,2,128,1,0.00516096
1024,1,1,4,128,1,0.004224
1024,1,1,8,128,1,0.003968
1024,1,1,1,256,2,0.00812544
1024,1,1,2,128,2,0.00516096
1024,1,1,4,128,2,0.004224
1024,1,1,8,128,2,0.003968
1024,1,1,2,256,2,0.00516096
1024,1,1,4,256,2,0.00421376
1024,1,1,8,256,2,0.00415744
1024,1,1,2,512,2,0.00511488
1024,1,1,4,512,2,0.00429568
1024,1,1,8,512,2,0.00455168
32768,0,0,1,256,0,0.182938
32768,0,0,2,128,0,0.178048
32768,0,0,4,128,0,0.178176
32768,0,0,8,128,0,0.178202
32768,0,0,2,256,0,0.178074
32768,0,0,4,256,0,0.178203
32768,0,0,8,256,0,0.17825
32768,0,0,2,512,0,0.178048
32768,0,0,4,512,0,0.178227
32768,0,0,8,512,0,0.178278
32768,0,0,1,256,1,0.182886
32768,0,0,2,512,1,0.178022
32768,0,0,4,512,1,0.178227
32768,0,0,8,512,1,0.178253
32768,0,0,2,256,1,0.178048
32768,0,0,4,256,1,0.178227
32768,0,0,8,256,1,0.178278
32768,0,0,2,128,1,0.178022
32768,0,0,4,128,1,0.178202
32768,0,0,8,128,1,0.178227
32768,0,0,1,256,2,0.182912
32768,0,0,2,128,2,0.178022
32768,0,0,4,128,2,0.178227
32768,0,0,8,128,2,0.178203
32768,0,0,2,256,2,0.178074
32768,0,0,4,256,2,0.178227
32768,0,0,8,256,2,0.178253
32768,0,0,2,512,2,0.178022
32768,0,0,4,512,2,0.178278
32768,0,0,8,512,2,0.178253
32768,0,1,1,256,0,0.224358
32768,0,1,2,128,0,0.162255
32768,0,1,4,128,0,0.162867
