copy,1048576,0,0.0090368,0.039849,928.272,210.51
copy,1048576,1,0.00753408,0.0376525,556.711,111.395
copy,33554432,0,0.194493,0.259884,1380.18,1032.91
copy,33554432,1,0.100014,0.127585,1341.99,1051.98
