rows,dtype,format,vector,threads,trial,kernel_ms
32768,1,0,4,256,1,0.11767
32768,1,0,8,256,1,0.100134
32768,1,0,4,128,1,0.137222
32768,1,0,8,128,1,0.100141
32768,1,0,1,256,2,0.422541
32768,1,0,4,128,2,0.135469
32768,1,0,8,128,2,0.100006
32768,1,0,4,256,2,0.11776
32768,1,0,8,256,2,0.100454
32768,1,0,4,512,2,0.12
32768,1,0,8,512,2,0.102304
32768,1,1,1,256,0,0.207021
32768,1,1,4,128,0,0.136518
32768,1,1,8,128,0,0.100358
32768,1,1,4,256,0,0.126387
32768,1,1,8,256,0,0.100038
32768,1,1,4,512,0,0.129114
32768,1,1,8,512,0,0.102003
32768,1,1,1,256,1,0.212237
32768,1,1,4,512,1,0.12903
32768,1,1,8,512,1,0.102029
32768,1,1,4,256,1,0.126112
32768,1,1,8,256,1,0.100314
32768,1,1,4,128,1,0.136403
32768,1,1,8,128,1,0.100154
32768,1,1,1,256,2,0.20681
32768,1,1,4,128,2,0.135731
32768,1,1,8,128,2,0.100224
32768,1,1,4,256,2,0.126362
32768,1,1,8,256,2,0.0999936
32768,1,1,4,512,2,0.129107
32768,1,1,8,512,2,0.101875
32768,2,0,1,256,0,0.430458
32768,2,0,4,128,0,0.134662
32768,2,0,8,128,0,0.109683
32768,2,0,4,256,0,0.127296
32768,2,0,8,256,0,0.10999
32768,2,0,4,512,0,0.12921
32768,2,0,8,512,0,0.11161
32768,2,0,1,256,1,0.416378
32768,2,0,4,512,1,0.129274
32768,2,0,8,512,1,0.111494
32768,2,0,4,256,1,0.127168
32768,2,0,8,256,1,0.10967
32768,2,0,4,128,1,0.13449
32768,2,0,8,128,1,0.109786
32768,2,0,1,256,2,0.436134
32768,2,0,4,128,2,0.133357
32768,2,0,8,128,2,0.109491
32768,2,0,4,256,2,0.127437
32768,2,0,8,256,2,0.109734
32768,2,0,4,512,2,0.129312
32768,2,0,8,512,2,0.111558
32768,2,1,1,256,0,0.210752
32768,2,1,4,128,0,0.136186
32768,2,1,8,128,0,0.110797
32768,2,1,4,256,0,0.135955
32768,2,1,8,256,0,0.110874
32768,2,1,4,512,0,0.139213
32768,2,1,8,512,0,0.112211
32768,2,1,1,256,1,0.208826
32768,2,1,4,512,1,0.139059
