count,dtype,vector,threads,blocks,trial,amax_with_clear_ms
1048576,0,8,512,128,1,0.0231236
1048576,0,1,256,256,2,0.026921
1048576,0,4,128,128,2,0.0297489
1048576,0,8,128,128,2,0.0262844
1048576,0,4,128,256,2,0.0256649
1048576,0,8,128,256,2,0.0240265
1048576,0,4,128,512,2,0.0236288
1048576,0,8,128,512,2,0.0234206
1048576,0,4,128,1024,2,0.0231356
1048576,0,8,128,1024,2,0.0235708
1048576,0,4,256,128,2,0.0254208
1048576,0,8,256,128,2,0.0239565
1048576,0,4,256,256,2,0.0233114
1048576,0,8,256,256,2,0.022941
1048576,0,4,256,512,2,0.0230366
1048576,0,8,256,512,2,0.023494
1048576,0,4,256,1024,2,0.0240469
1048576,0,8,256,1024,2,0.0237141
1048576,0,4,512,128,2,0.0233643
1048576,0,8,512,128,2,0.0231185
1048576,0,4,512,256,2,0.0224973
1048576,0,8,512,256,2,0.0229751
1048576,0,4,512,512,2,0.0233062
1048576,0,8,512,512,2,0.0230007
1048576,0,4,512,1024,2,0.0255693
1048576,0,8,512,1024,2,0.0256393
1048576,1,1,256,256,0,0.0264636
1048576,1,4,128,128,0,0.0298052
1048576,1,8,128,128,0,0.0253252
1048576,1,4,128,256,0,0.0251563
1048576,1,8,128,256,0,0.0229257
1048576,1,4,128,512,0,0.0230741
1048576,1,8,128,512,0,0.0219307
1048576,1,4,128,1024,0,0.0226918
1048576,1,8,128,1024,0,0.0221286
1048576,1,4,256,128,0,0.0248832
1048576,1,8,256,128,0,0.0226577
1048576,1,4,256,256,0,0.0227977
1048576,1,8,256,256,0,0.0216201
1048576,1,4,256,512,0,0.0226645
1048576,1,8,256,512,0,0.0220757
1048576,1,4,256,1024,0,0.0238217
1048576,1,8,256,1024,0,0.0227584
1048576,1,4,512,128,0,0.022784
1048576,1,8,512,128,0,0.0216525
1048576,1,4,512,256,0,0.0219546
1048576,1,8,512,256,0,0.0213965
1048576,1,4,512,512,0,0.023226
1048576,1,8,512,512,0,0.0220262
1048576,1,4,512,1024,0,0.0254379
1048576,1,8,512,1024,0,0.0249532
1048576,1,1,256,256,1,0.0263305
1048576,1,4,128,1024,1,0.0227567
1048576,1,8,128,1024,1,0.0221355
1048576,1,4,128,512,1,0.0231578
1048576,1,8,128,512,1,0.0219273
1048576,1,4,128,256,1,0.0251307
1048576,1,8,128,256,1,0.0228215
1048576,1,4,128,128,1,0.029725
