rows,dim,dtype,format,warps,lanes,trial,had_ms,fused_ms
8192,512,2,1,8,32,2,0.0938283,5.16517
8192,512,2,1,16,32,2,0.081227,5.19561
8192,1024,1,0,1,32,0,0.417925,1.52575
8192,1024,1,0,2,32,0,0.274457,0.939182
8192,1024,1,0,4,32,0,0.191814,0.653897
8192,1024,1,0,8,32,0,0.195648,0.580197
8192,1024,1,0,16,32,0,0.193647,0.549175
8192,1024,1,0,16,32,1,0.193637,0.549987
8192,1024,1,0,8,32,1,0.19554,0.579388
8192,1024,1,0,4,32,1,0.191696,0.653634
8192,1024,1,0,2,32,1,0.274547,0.939459
8192,1024,1,0,1,32,1,0.417722,1.52619
8192,1024,1,0,1,32,2,0.41767,1.52563
8192,1024,1,0,2,32,2,0.274447,0.93887
8192,1024,1,0,4,32,2,0.191688,0.653542
8192,1024,1,0,8,32,2,0.195526,0.579826
8192,1024,1,0,16,32,2,0.193609,0.54923
8192,1024,1,1,1,32,0,0.418446,29.6685
8192,1024,1,1,2,32,0,0.274027,16.6706
8192,1024,1,1,4,32,0,0.190974,10.6529
8192,1024,1,1,8,32,0,0.195195,10.7775
8192,1024,1,1,16,32,0,0.193417,10.4927
8192,1024,1,1,16,32,1,0.193395,10.4918
8192,1024,1,1,8,32,1,0.195171,10.779
8192,1024,1,1,4,32,1,0.190946,10.6519
8192,1024,1,1,2,32,1,0.273991,16.684
8192,1024,1,1,1,32,1,0.418297,29.7019
8192,1024,1,1,1,32,2,0.418317,29.6948
8192,1024,1,1,2,32,2,0.273991,16.6678
8192,1024,1,1,4,32,2,0.190994,10.6537
8192,1024,1,1,8,32,2,0.195107,10.7775
8192,1024,1,1,16,32,2,0.193268,10.4909
8192,1024,2,0,1,32,0,0.470036,1.54746
8192,1024,2,0,2,32,0,0.31564,0.950024
8192,1024,2,0,4,32,0,0.216989,0.663792
8192,1024,2,0,8,32,0,0.219812,0.58677
8192,1024,2,0,16,32,0,0.217181,0.556686
8192,1024,2,0,16,32,1,0.217219,0.556907
8192,1024,2,0,8,32,1,0.219845,0.5873
8192,1024,2,0,4,32,1,0.216808,0.663855
8192,1024,2,0,2,32,1,0.315678,0.949715
8192,1024,2,0,1,32,1,0.46998,1.5477
8192,1024,2,0,1,32,2,0.470109,1.54635
8192,1024,2,0,2,32,2,0.315495,0.949128
8192,1024,2,0,4,32,2,0.216788,0.663701
8192,1024,2,0,8,32,2,0.219904,0.586305
8192,1024,2,0,16,32,2,0.217189,0.556579
8192,1024,2,1,1,32,0,0.470582,29.8794
8192,1024,2,1,2,32,0,0.315415,16.8312
8192,1024,2,1,4,32,0,0.216306,10.7715
8192,1024,2,1,8,32,0,0.219427,10.878
8192,1024,2,1,16,32,0,0.217341,10.5766
8192,1024,2,1,16,32,1,0.21729,10.5753
8192,1024,2,1,8,32,1,0.219475,10.8774
8192,1024,2,1,4,32,1,0.216296,10.7736
8192,1024,2,1,2,32,1,0.315401,16.8137
8192,1024,2,1,1,32,1,0.470558,29.9417
8192,1024,2,1,1,32,2,0.470434,29.9584
8192,1024,2,1,2,32,2,0.315359,16.8312
8192,1024,2,1,4,32,2,0.216584,10.7825
8192,1024,2,1,8,32,2,0.219426,10.8732
8192,1024,2,1,16,32,2,0.217333,10.5772
65536,1024,1,0,1,32,0,2.62537,11.3018
65536,1024,1,0,2,32,0,1.49318,6.45558
65536,1024,1,0,4,32,0,0.996607,4.21881
65536,1024,1,0,8,32,0,0.962133,4.38749
65536,1024,1,0,16,32,0,0.999064,4.10197
65536,1024,1,0,16,32,1,0.998435,4.09963
65536,1024,1,0,8,32,1,0.962173,4.36895
65536,1024,1,0,4,32,1,0.996856,4.21676
65536,1024,1,0,2,32,1,1.49333,6.45914
65536,1024,1,0,1,32,1,2.6253,11.3041
65536,1024,1,0,1,32,2,2.62597,11.2997
65536,1024,1,0,2,32,2,1.49333,6.45799
65536,1024,1,0,4,32,2,0.996866,4.212
65536,1024,1,0,8,32,2,0.963726,4.38501
65536,1024,1,0,16,32,2,1.00089,4.1009
65536,1024,1,1,1,32,0,2.62592,224.533
65536,1024,1,1,2,32,0,1.49293,123.457
65536,1024,1,1,4,32,0,0.995894,79.9797
65536,1024,1,1,8,32,0,0.961975,81.6917
65536,1024,1,1,16,32,0,0.999214,79.2328
65536,1024,1,1,16,32,1,0.997947,79.2303
65536,1024,1,1,8,32,1,0.96265,81.6924
65536,1024,1,1,4,32,1,0.995821,79.9764
65536,1024,1,1,2,32,1,1.49291,123.512
65536,1024,1,1,1,32,1,2.62647,224.448
65536,1024,1,1,1,32,2,2.62641,224.345
65536,1024,1,1,2,32,2,1.49285,123.51
65536,1024,1,1,4,32,2,0.99607,79.9722
65536,1024,1,1,8,32,2,0.961583,81.6951
65536,1024,1,1,16,32,2,0.995278,79.2247
65536,1024,2,0,1,32,0,2.87665,11.4749
65536,1024,2,0,2,32,0,1.76205,6.53305
65536,1024,2,0,4,32,0,1.15194,4.27697
65536,1024,2,0,8,32,0,1.11809,4.43171
65536,1024,2,0,16,32,0,1.14188,4.16791
65536,1024,2,0,16,32,1,1.14324,4.17528
65536,1024,2,0,8,32,1,1.11817,4.43567
65536,1024,2,0,4,32,1,1.15234,4.27422
65536,1024,2,0,2,32,1,1.76207,6.53744
65536,1024,2,0,1,32,1,2.87624,11.4691
65536,1024,2,0,1,32,2,2.877,11.4683
65536,1024,2,0,2,32,2,1.76157,6.53644
65536,1024,2,0,4,32,2,1.15227,4.27514
65536,1024,2,0,8,32,2,1.11836,4.43719
65536,1024,2,0,16,32,2,1.14454,4.17319
65536,1024,2,1,1,32,0,2.8
