rows,dtype,format,vector,threads,trial,kernel_ms
1024,1,1,1,256,1,0.101752
1024,1,1,2,512,1,0.0808498
1024,1,1,4,512,1,0.0676528
1024,1,1,8,512,1,0.0739029
1024,1,1,2,256,1,0.0809496
1024,1,1,4,256,1,0.0679907
1024,1,1,8,256,1,0.0737826
1024,1,1,2,128,1,0.0809883
1024,1,1,4,128,1,0.0676927
1024,1,1,8,128,1,0.0743176
1024,1,1,1,256,2,0.101735
1024,1,1,2,128,2,0.0809648
1024,1,1,4,128,2,0.0676911
1024,1,1,8,128,2,0.0743442
1024,1,1,2,256,2,0.080964
1024,1,1,4,256,2,0.067944
1024,1,1,8,256,2,0.0738175
1024,1,1,2,512,2,0.0808368
1024,1,1,4,512,2,0.067617
1024,1,1,8,512,2,0.0738997
32768,0,0,1,256,0,0.972874
32768,0,0,2,128,0,0.61054
32768,0,0,4,128,0,0.454894
32768,0,0,8,128,0,0.40446
32768,0,0,2,256,0,0.614383
32768,0,0,4,256,0,0.462944
32768,0,0,8,256,0,0.40928
32768,0,0,2,512,0,0.616936
32768,0,0,4,512,0,0.463558
32768,0,0,8,512,0,0.409711
32768,0,0,1,256,1,0.972977
32768,0,0,2,512,1,0.616895
32768,0,0,4,512,1,0.463472
32768,0,0,8,512,1,0.409826
32768,0,0,2,256,1,0.614405
32768,0,0,4,256,1,0.462847
32768,0,0,8,256,1,0.409178
32768,0,0,2,128,1,0.610542
32768,0,0,4,128,1,0.454982
32768,0,0,8,128,1,0.404475
32768,0,0,1,256,2,0.973031
32768,0,0,2,128,2,0.610518
32768,0,0,4,128,2,0.454983
32768,0,0,8,128,2,0.40439
32768,0,0,2,256,2,0.614424
32768,0,0,4,256,2,0.462818
32768,0,0,8,256,2,0.409287
32768,0,0,2,512,2,0.616944
32768,0,0,4,512,2,0.463602
32768,0,0,8,512,2,0.409724
32768,0,1,1,256,0,2.34606
32768,0,1,2,128,0,1.63357
32768,0,1,4,128,0,1.13182
32768,0,1,8,128,0,0.905232
32768,0,1,2,256,0,1.63405
32768,0,1,4,256,0,1.11824
32768,0,1,8,256,0,0.913453
32768,0,1,2,512,0,1.64507
32768,0,1,4,512,0,1.12488
32768,0,1,8,512,0,0.915507
32768,0,1,1,256,1,2.34573
32768,0,1,2,512,1,1.64397
32768,0,1,4,512,1,1.12468
32768,0,1,8,512,1,0.914565
32768,0,1,2,256,1,1.63372
32768,0,1,4,256,1,1.1196
32768,0,1,8,256,1,0.913254
32768,0,1,2,128,1,1.63457
32768,0,1,4,128,1,1.13385
32768,0,1,8,128,1,0.905677
32768,0,1,1,256,2,2.34639
32768,0,1,2,128,2,1.63336
32768,0,1,4,128,2,1.13267
32768,0,1,8,128,2,0.906257
32768,0,1,2,256,2,1.63366
32768,0,1,4,256,2,1.11871
32768,0,1,8,256,2,0.914457
32768,0,1,2,512,2,1.64462
32768,0,1,4,512,2,1.12513
32768,0,1,8,512,2,0.914515
32768,1,0,1,256,0,0.972456
32768,1,0,2,128,0,0.615628
32768,1,0,4,128,0,0.460949
32768,1,0,8,128,0,0.400611
32768,1,0,2,256,0,0.619685
32768,1,0,4,256,0,0.469489
32768,1,0,8,256,0,0.407257
32768,1,0,2,512,0,0.622601
32768,1,0,4,512,0,0.470938
32768,1,0,8,512,0,0.406693
32768,1,0,1,256,1,0.97229
32768,1,0,2,512,1,0.622537
32768,1,0,4,512,1,0.471097
32768,1,0,8,512,1,0.406955
32768,1,0,2,256,1,0.619738
32768,1,0,4,256,1,0.469466
32768,1,0,8,256,1,0.407323
32768,1,0,2,128,1,0.615715
32768,1,0,4,128,1,0.460867
32768,1,0,8,128,1,0.400937
32768,1,0,1,256,2,0.972262
32768,1,0,2,128,2,0.615576
32768,1,0,4,128,2,0.460914
32768,1,0,8,128,2,0.400666
32768,1,0,2,256,2,0.619729
32768,1,0,4,256,2,0.46951
32768,1,0,8,256,2,0.407329
32768,1,0,2,512,2,0.622534
32768,1,0,4,512,2,0.471277
32768,1,0,8,512,2,0.406782
32768,1,1,1,256,0,2.34295
32768,1,1,2,128,0,1.61867
32768,1,1,4,128,0,1.09642
32768,1,1,8,128,0,0.903132
32768,1,1,2,256,0,1.622
32768,1,1,4,256,0,1.09525
32768,1,1,8,256,0,0.913102
32768,1,1,2,512,0,1.63606
32768,1,1,4,512,0,1.09961
32768,1,1,8,512,0,0.909632
32768,1,1,1,256,1,2.34369
32768,1,1,2,512,1,1.63497
32768,1,1,4,512,1,1.0995
32768,1,1,8,512,1,0.909595
32768,1,1,2,256,1,1.62254
32768,1,1,4,256,1,1.09528
32768,1,1,8,256,1,0.913284
32768,1,1,2,128,1,1.61995
32768,1,1,4,128,1,1.09636
32768,1,1,8,128,1,0.903798
32768,1,1,1,256,2,2.3429
32768,1,1,2,128,2,1.61856
32768,1,1,4,128,2,1.09649
32768,1,1,8,128,2,0.902482
32768,1,1,2,256,2,1.62285
32768,1,1,4,256,2,1.09537
32768,1,1,8,256,2,0.913205
32768,1,1,2,512,2,1.6359
32768,1,1,4,512,2,1.09972
32768,1,1,8,512,2,0.909203
