count,dtype,vector,threads,blocks,trial,amax_with_clear_ms
33554432,0,8,128,1024,2,0.528485
33554432,0,4,256,128,2,0.380917
33554432,0,8,256,128,2,0.573308
33554432,0,4,256,256,2,0.342851
33554432,0,8,256,256,2,0.526814
33554432,0,4,256,512,2,0.338069
33554432,0,8,256,512,2,0.525526
33554432,0,4,256,1024,2,0.333996
33554432,0,8,256,1024,2,0.540508
33554432,0,4,512,128,2,0.343033
33554432,0,8,512,128,2,0.526338
33554432,0,4,512,256,2,0.336245
33554432,0,8,512,256,2,0.523358
33554432,0,4,512,512,2,0.333214
33554432,0,8,512,512,2,0.535153
33554432,0,4,512,1024,2,0.330233
33554432,0,8,512,1024,2,0.540034
33554432,1,1,256,256,0,0.243048
33554432,1,4,128,128,0,0.252146
33554432,1,8,128,128,0,0.197987
33554432,1,4,128,256,0,0.147166
33554432,1,8,128,256,0,0.19
33554432,1,4,128,512,0,0.122689
33554432,1,8,128,512,0,0.188783
33554432,1,4,128,1024,0,0.126872
33554432,1,8,128,1024,0,0.18888
33554432,1,4,256,128,0,0.146774
33554432,1,8,256,128,0,0.190246
33554432,1,4,256,256,0,0.121629
33554432,1,8,256,256,0,0.189051
33554432,1,4,256,512,0,0.125814
33554432,1,8,256,512,0,0.188713
33554432,1,4,256,1024,0,0.122968
33554432,1,8,256,1024,0,0.193895
33554432,1,4,512,128,0,0.122559
33554432,1,8,512,128,0,0.18878
33554432,1,4,512,256,0,0.126567
33554432,1,8,512,256,0,0.188296
33554432,1,4,512,512,0,0.124998
33554432,1,8,512,512,0,0.19605
33554432,1,4,512,1024,0,0.12152
33554432,1,8,512,1024,0,0.194557
33554432,1,1,256,256,1,0.243667
33554432,1,4,128,1024,1,0.127057
33554432,1,8,128,1024,1,0.188859
33554432,1,4,128,512,1,0.122806
33554432,1,8,128,512,1,0.188953
33554432,1,4,128,256,1,0.147007
33554432,1,8,128,256,1,0.190164
33554432,1,4,128,128,1,0.252752
33554432,1,8,128,128,1,0.198191
33554432,1,4,256,1024,1,0.123201
33554432,1,8,256,1024,1,0.19375
33554432,1,4,256,512,1,0.12545
33554432,1,8,256,512,1,0.188777
33554432,1,4,256,256,1,0.121525
33554432,1,8,256,256,1,0.188847
33554432,1,4,256,128,1,0.146778
33554432,1,8,256,128,1,0.189996
33554432,1,4,512,1024,1,0.12134
33554432,1,8,512,1024,1,0.193918
33554432,1,4,512,512,1,0.124949
33554432,1,8,512,512,1,0.196007
33554432,1,4,512,256,1,0.126686
33554432,1,8,512,256,1,0.188364
33554432,1,4,512,128,1,0.122838
33554432,1,8,512,128,1,0.188856
33554432,1,1,256,256,2,0.243441
33554432,1,4,128,128,2,0.252006
33554432,1,8,128,128,2,0.198536
33554432,1,4,128,256,2,0.147522
33554432,1,8,128,256,2,0.190159
33554432,1,4,128,512,2,0.12246
33554432,1,8,128,512,2,0.188984
33554432,1,4,128,1024,2,0.127311
33554432,1,8,128,1024,2,0.188922
33554432,1,4,256,128,2,0.146869
33554432,1,8,256,128,2,0.190442
33554432,1,4,256,256,2,0.121752
33554432,1,8,256,256,2,0.18895
33554432,1,4,256,512,2,0.125413
33554432,1,8,256,512,2,0.188619
33554432,1,4,256,1024,2,0.123048
33554432,1,8,256,1024,2,0.193859
33554432,1,4,512,128,2,0.122201
33554432,1,8,512,128,2,0.188582
33554432,1,4,512,256,2,0.126497
33554432,1,8,512,256,2,0.188304
33554432,1,4,512,512,2,0.124654
33554432,1,8,512,512,2,0.19637
33554432,1,4,512,1024,2,0.121164
33554432,1,8,512,1024,2,0.194559
